UbiReg,UbiPro,Reg,Pro,UbiDis,Dis,idh,vidaEsp,EducSec,EducAnhos,IngresoFam
50000,50200,AYACUCHO,Cangallo,50203,Los Morochucos    ,0.2422,80.69,23.83,4.71,205.7
50000,50200,AYACUCHO,Cangallo,50204,Maria Parado De Bellido ,0.2027,79.45,23.78,3.96,154
50000,50200,AYACUCHO,Cangallo,50205,Paras                                   ,0.2,76.66,19.49,4.36,157.1
50000,50200,AYACUCHO,Cangallo,50206,Totos                                   ,0.1969,75.06,25.48,4.47,138
50000,50300,AYACUCHO,Huanca Sancos,50301,Sancos                                  ,0.3581,69.76,41.08,6.48,447.6
50000,50300,AYACUCHO,Huanca Sancos,50302,Carapo                                  ,0.2578,67.44,43.75,5.85,204
50000,50300,AYACUCHO,Huanca Sancos,50303,Sacsamarca                              ,0.2376,72.68,20.66,5.06,225.9
50000,50300,AYACUCHO,Huanca Sancos,50304,Santiago De Lucanamarca  ,0.215,75.8,17.59,6.63,153.3
50000,50400,AYACUCHO,Huanta,50401,Huanta                                  ,0.3182,72.08,50,6.01,298
50000,50400,AYACUCHO,Huanta,50402,Ayahuanco                               ,0.1785,66.92,24.9,3.55,149.5
50000,50400,AYACUCHO,Huanta,50403,Huamanguilla                            ,0.2875,75.75,47.87,5.55,229.7
50000,50400,AYACUCHO,Huanta,50404,Iguain                                  ,0.2142,75.33,15.64,4.77,194.7
50000,50400,AYACUCHO,Huanta,50405,Luricocha                               ,0.2321,73.59,31.36,4.95,179.3
50000,50400,AYACUCHO,Huanta,50406,Santillana                              ,0.155,75.76,17.83,3.37,112.3
50000,50400,AYACUCHO,Huanta,50407,Sivia                                   ,0.2895,75.2,22.51,5.17,344.2
50000,50400,AYACUCHO,Huanta,50408,Llochegua                               ,0.3408,71.37,25.15,5.95,501
50000,50500,AYACUCHO,La Mar,50501,San Miguel                              ,0.2154,74.26,20.57,4.19,196.1
50000,50500,AYACUCHO,La Mar,50502,Anco                                    ,0.2102,78.96,17.86,5.12,159.7
50000,50500,AYACUCHO,La Mar,50503,Ayna                                    ,0.3169,71.45,34.87,5.69,363
50000,50500,AYACUCHO,La Mar,50504,Chilcas                                 ,0.2244,77.24,19.6,4.63,196.7
50000,50500,AYACUCHO,La Mar,50505,Chungui                                 ,0.16,77.41,13.38,5.15,100
50000,50500,AYACUCHO,La Mar,50506,Luis Carranza                           ,0.166,78.49,6.1,4.71,148.1
50000,50500,AYACUCHO,La Mar,50507,Santa Rosa                              ,0.3088,74.14,26.5,5.49,372.5
50000,50500,AYACUCHO,La Mar,50508,Tambo                                   ,0.1552,76.55,19.78,3.54,103.9
50000,50600,AYACUCHO,Lucanas,50601,Puquio                                  ,0.3886,67.29,62.35,7.52,444.6
50000,50600,AYACUCHO,Lucanas,50602,Aucara                                  ,0.3329,63.01,80.49,6.05,327.7
50000,50600,AYACUCHO,Lucanas,50603,Cabana                                  ,0.3831,69.06,83.87,7.35,364.6
50000,50600,AYACUCHO,Lucanas,50604,Carmen Salcedo  ,0.3132,71.75,66.1,6.52,242.3
50000,50600,AYACUCHO,Lucanas,50605,Chavina                                 ,0.2431,69.25,37.2,5.57,187.8
50000,50600,AYACUCHO,Lucanas,50606,Chipao                                  ,0.2409,62.23,49.43,6.13,178.1
50000,50600,AYACUCHO,Lucanas,50607,Huac-Huas                               ,0.3397,65.49,60,8.15,311.4
50000,50600,AYACUCHO,Lucanas,50608,Laramate                                ,0.3046,67.53,54.17,6.91,257.6
50000,50600,AYACUCHO,Lucanas,50609,Leoncio Prado                           ,0.3098,62.25,41.18,7.25,332
50000,50600,AYACUCHO,Lucanas,50610,Llauta                                  ,0.3682,65.2,82.35,6.51,386.4
50000,50600,AYACUCHO,Lucanas,50611,Lucanas                                 ,0.2879,66.2,44.26,5.25,296.4
50000,50600,AYACUCHO,Lucanas,50612,Ocana                                   ,0.3102,64.97,51.11,9.45,245.5
50000,50600,AYACUCHO,Lucanas,50613,Otoca                                   ,0.3807,66.68,37.06,6.71,581.7
50000,50600,AYACUCHO,Lucanas,50614,Saisa                                   ,0.4508,61.58,92.31,8.54,594.5
50000,50600,AYACUCHO,Lucanas,50615,San Cristobal                           ,0.1778,65.76,51.02,4.54,100
50000,50600,AYACUCHO,Lucanas,50616,San Juan                                ,0.3546,63.76,87.1,7.49,323.1
50000,50600,AYACUCHO,Lucanas,50617,San Pedro                               ,0.2157,70.13,32.28,5.33,151.2
50000,50600,AYACUCHO,Lucanas,50618,San Pedro De Palco    ,0.2475,64.65,47.83,5.09,204.9
50000,50600,AYACUCHO,Lucanas,50619,Sancos                                  ,0.3617,67.25,49.06,9.25,361.6
50000,50600,AYACUCHO,Lucanas,50620,Santa Ana De Huaycahuacho ,0.3207,67.6,80,6.95,247.6
50000,50600,AYACUCHO,Lucanas,50621,Santa Lucia                             ,0.3687,62.95,54.55,7.08,468.8
50000,50700,AYACUCHO,Parinacochas,50701,Coracora                                ,0.3437,56.75,59.22,7.54,421.6
50000,50700,AYACUCHO,Parinacochas,50702,Chumpi                                  ,0.2574,61.49,36.43,6.25,239.6
50000,50700,AYACUCHO,Parinacochas,50703,Coronel Castaneda    ,0.3676,60.93,35.31,9.03,517.1
50000,50700,AYACUCHO,Parinacochas,50704,Pacapausa                               ,0.255,59.98,51.52,6.42,206.1
50000,50700,AYACUCHO,Parinacochas,50705,Pullo                                   ,0.3471,58.99,37.73,6.64,542.9
50000,50700,AYACUCHO,Parinacochas,50706,Puyusca                                 ,0.2823,59.1,56.25,5.61,286.2
50000,50700,AYACUCHO,Parinacochas,50707,San Francisco De Ravacayco ,0.1124,57.67,0.2,6.42,288.4
50000,50700,AYACUCHO,Parinacochas,50708,Upahuacho                               ,0.1706,59.68,18.56,4.41,149.8
50000,50800,AYACUCHO,Paucar del Sara Sara,50801,Pausa                                   ,0.454,73.23,76.6,7.58,548.8
50000,50800,AYACUCHO,Paucar del Sara Sara,50802,Colta                                   ,0.2635,64.61,28.67,8.43,221.7
50000,50800,AYACUCHO,Paucar del Sara Sara,50803,Corculla                                ,0.3066,63.32,33.41,6.82,358.9
50000,50800,AYACUCHO,Paucar del Sara Sara,50804,Lampa                                   ,0.3637,72.61,68.57,7.69,315.4
50000,50800,AYACUCHO,Paucar del Sara Sara,50805,Marcabamba      ,0.4026,70.91,50,7.45,506.4
50000,50800,AYACUCHO,Paucar del Sara Sara,50806,Oyolo                                   ,0.1602,63.66,5.62,7.23,142.3
50000,50800,AYACUCHO,Paucar del Sara Sara,50807,Pararca                                 ,0.3186,67.72,62.5,7.36,261.2
50000,50800,AYACUCHO,Paucar del Sara Sara,50808,San Javier De Alpabamba  ,0.3213,70.24,75,6.33,256.8
50000,50800,AYACUCHO,Paucar del Sara Sara,50809,San Jose De Ushua      ,0.1758,65.95,0.52,7.63,459.9
50000,50800,AYACUCHO,Paucar del Sara Sara,50810,Sara Sara                               ,0.3305,66.99,70,6.61,296.2
50000,50900,AYACUCHO,Sucre,50901,Querobamba                              ,0.353,71,50,6.64,377.6
50000,50900,AYACUCHO,Sucre,50902,Belen                                   ,0.3148,65.51,70,7.44,251
50000,50900,AYACUCHO,Sucre,50903,Chalcos                                 ,0.3587,74.06,66.67,7.07,314.6
50000,50900,AYACUCHO,Sucre,50904,Chilcayoc                               ,0.2874,66.06,71.43,6.57,209.5
50000,50900,AYACUCHO,Sucre,50905,Huacana                                 ,0.3041,71.29,14.59,6.4,448
50000,50900,AYACUCHO,Sucre,50906,Morcolla                                ,0.2624,67.9,60,5.56,191.4
50000,50900,AYACUCHO,Sucre,50907,Paico                                   ,0.2737,61.65,66.67,5.95,222.5
50000,50900,AYACUCHO,Sucre,50908,San Pedro De Larcay    ,0.3044,73.12,41.67,6.37,271.8
50000,50900,AYACUCHO,Sucre,50909,San Salvador De Quije   ,0.211,64.35,40.91,5.39,144.7
50000,50900,AYACUCHO,Sucre,50910,Santiago De Paucaray     ,0.2367,66.13,28.75,5.5,209.2
50000,50900,AYACUCHO,Sucre,50911,Soras                                   ,0.2474,66.27,20.34,7.11,231.7
50000,51000,AYACUCHO,Victor Fajardo,51001,Huancapi                                ,0.344,76.25,27.89,7.31,392
50000,51000,AYACUCHO,Victor Fajardo,51002,Alcamenca                               ,0.2229,77.01,17.65,5.28,186.4
50000,51000,AYACUCHO,Victor Fajardo,51003,Apongo                                  ,0.2242,75.14,12.88,5.86,208.3
50000,51000,AYACUCHO,Victor Fajardo,51004,Asquipata                               ,0.3345,73.73,60,5.17,336.3
50000,51000,AYACUCHO,Victor Fajardo,51005,Canaria                                 ,0.3382,71.95,30.68,6.41,421.2
50000,51000,AYACUCHO,Victor Fajardo,51006,Cayara                                  ,0.2225,74.93,16.98,5.39,192.5
50000,51000,AYACUCHO,Victor Fajardo,51007,Colca                                   ,0.236,78.24,16.93,5.79,202.4
50000,51000,AYACUCHO,Victor Fajardo,51008,Huamanquiquia   ,0.21,75.75,19.22,6.47,142.4
50000,51000,AYACUCHO,Victor Fajardo,51009,Huancaraylla                            ,0.2983,79.84,35.59,5.32,275.9
50000,51000,AYACUCHO,Victor Fajardo,51010,Huaya                                   ,0.2522,75.78,31.98,4.98,209.5
50000,51000,AYACUCHO,Victor Fajardo,51011,Sarhua                                  ,0.2476,79.08,25.26,3.89,250
50000,51000,AYACUCHO,Victor Fajardo,51012,Vilcanchos                              ,0.1502,72.66,3.26,4.9,159.7
50000,51100,AYACUCHO,Vilcas Huaman,51101,Vilcas Huaman                           ,0.2202,66.95,21.87,4.59,216.6
50000,51100,AYACUCHO,Vilcas Huaman,51102,Accomarca                               ,0.2598,71.53,43.75,6.04,189.3
50000,51100,AYACUCHO,Vilcas Huaman,51103,Carhuanca                               ,0.2529,70.09,29.53,5.19,234.8
50000,51100,AYACUCHO,Vilcas Huaman,51104,Concepcion                              ,0.1749,68.78,12.57,4.44,153.3
50000,51100,AYACUCHO,Vilcas Huaman,51105,Huambalpa                               ,0.2098,70.95,18.83,3.87,214.5
50000,51100,AYACUCHO,Vilcas Huaman,51106,Independencia                           ,0.2316,65.13,23.19,5.24,228.3
50000,51100,AYACUCHO,Vilcas Huaman,51107,Saurama                                 ,0.1716,70.3,7.83,5.47,150.9
50000,51100,AYACUCHO,Vilcas Huaman,51108,Vischongo                               ,0.2241,70.95,26.39,4.93,185.1
60000,60100,CAJAMARCA,Cajamarca,60101,Cajamarca                               ,0.5335,72.28,60.95,9.57,857.7
60000,60100,CAJAMARCA,Cajamarca,60102,Asuncion                                ,0.2187,76.27,21.21,3.87,206.9
60000,60100,CAJAMARCA,Cajamarca,60103,Chetilla                                ,0.1237,76.32,9.78,2.62,107.4
60000,60100,CAJAMARCA,Cajamarca,60104,Cospan                                  ,0.1843,72.24,15.78,4.19,155.2
60000,60100,CAJAMARCA,Cajamarca,60105,Encanada                                ,0.2302,76.58,21.36,3.99,227.9
60000,60100,CAJAMARCA,Cajamarca,60106,Jesus                                   ,0.2386,76.09,24.18,4.46,220
60000,60100,CAJAMARCA,Cajamarca,60107,Llacanora                               ,0.2667,77.6,29.34,4.68,253.4
60000,60100,CAJAMARCA,Cajamarca,60108,Los Banos Del Inca    ,0.387,73.7,40.03,6.31,528.7
60000,60100,CAJAMARCA,Cajamarca,60109,Magdalena                               ,0.2707,74.03,15.62,4.96,355.9
60000,60100,CAJAMARCA,Cajamarca,60110,Matara                                  ,0.3041,75.2,33.1,4.78,349.2
60000,60100,CAJAMARCA,Cajamarca,60111,Namora                                  ,0.1897,73.77,11.33,4.01,190.8
60000,60100,CAJAMARCA,Cajamarca,60112,San Juan                                ,0.2376,71.89,21.61,4.7,236.5
60000,60200,CAJAMARCA,Cajabamba,60201,Cajabamba                               ,0.3663,76.03,35.75,6.33,456.9
60000,60200,CAJAMARCA,Cajabamba,60202,Cachachi                                ,0.1864,77.08,12.98,3.85,169.4
60000,60200,CAJAMARCA,Cajabamba,60203,Condebamba     ,0.2107,79.18,20.29,3.75,188.1
60000,60200,CAJAMARCA,Cajabamba,60204,Sitacocha                               ,0.2122,78.86,12.33,3.62,244
60000,60300,CAJAMARCA,Celendin,60301,Celendin                                ,0.3751,67.8,45.2,7.42,466.2
60000,60300,CAJAMARCA,Celendin,60302,Chumuch                                 ,0.1415,74.29,8.48,4.3,104.7
60000,60300,CAJAMARCA,Celendin,60303,Cortegana                               ,0.158,71.23,20.6,4.06,104.7
60000,60300,CAJAMARCA,Celendin,60304,Huasmin                                 ,0.1688,72.61,16.97,3.54,138.7
60000,60300,CAJAMARCA,Celendin,60305,Jorge Chavez                            ,0.2733,70.94,33.64,6.71,227.6
60000,60300,CAJAMARCA,Celendin,60306,Jose Galvez                             ,0.2985,71.69,28.91,6.21,316.1
60000,60300,CAJAMARCA,Celendin,60307,Miguel Iglesias                         ,0.1491,72.56,13.87,4.04,104.7
60000,60300,CAJAMARCA,Celendin,60308,Oxamarca                                ,0.1535,74.15,10.13,3.98,122.4
60000,60300,CAJAMARCA,Celendin,60309,Sorochuco                               ,0.1825,73.99,13.11,3.51,180.8
60000,60300,CAJAMARCA,Celendin,60310,Sucre                                   ,0.2339,73.69,12.84,5.13,258.7
60000,60300,CAJAMARCA,Celendin,60311,Utco                                    ,0.2197,73.01,16.76,3.96,239.7
60000,60300,CAJAMARCA,Celendin,60312,La Libertad De Pallan     ,0.1505,72.58,17.46,3.78,102.9
60000,60400,CAJAMARCA,Chota,60401,Chota                                   ,0.3892,72.23,45.1,5.99,541.4
60000,60400,CAJAMARCA,Chota,60402,Anguia                                  ,0.1943,72.81,25.49,4.27,142.7
60000,60400,CAJAMARCA,Chota,60403,Chadin                                  ,0.2092,70.25,22.99,4.62,175.1
60000,60400,CAJAMARCA,Chota,60404,Chiguirip                               ,0.232,74.17,34.56,3.95,199.2
60000,60400,CAJAMARCA,Chota,60405,Chimban                                 ,0.2359,75.92,30.65,4.61,189.9
60000,60400,CAJAMARCA,Chota,60406,Choropampa                              ,0.217,71.19,32.4,5.07,154.7
60000,60400,CAJAMARCA,Chota,60407,Cochabamba     ,0.2375,71.71,25.92,4.01,246.3
60000,60400,CAJAMARCA,Chota,60408,Conchan                                 ,0.2155,72.04,21.83,3.88,210.9
60000,60400,CAJAMARCA,Chota,60409,Huambos                                 ,0.1978,70.15,20.59,3.95,178.5
60000,60400,CAJAMARCA,Chota,60410,Lajas                                   ,0.2865,71.7,36.16,4.48,319.9
60000,60400,CAJAMARCA,Chota,60411,Llama                                   ,0.3279,70.97,39.43,5.6,384.2
60000,60400,CAJAMARCA,Chota,60412,Miracosta                               ,0.16,70.58,12.16,4.32,125.4
60000,60400,CAJAMARCA,Chota,60413,Paccha                                  ,0.222,72.89,13.04,4.56,247.4
60000,60400,CAJAMARCA,Chota,60414,Pion                                    ,0.2336,75.2,26.46,5.44,179.2
60000,60400,CAJAMARCA,Chota,60415,Querocoto                               ,0.3653,69.19,44.87,6.31,467.4
60000,60400,CAJAMARCA,Chota,60416,San Juan De Licupis   ,0.2513,69.11,52.02,5.58,177.9
60000,60400,CAJAMARCA,Chota,60417,Tacabamba                               ,0.2429,73.14,27.86,4.23,236.5
60000,60400,CAJAMARCA,Chota,60418,Tocmoche                                ,0.3186,72.37,33.53,5.32,385.3
60000,60400,CAJAMARCA,Chota,60419,Chalamarca                              ,0.2321,71.73,40.43,4.27,184.3
60000,60500,CAJAMARCA,Contumaza,60501,Contumaza                               ,0.3272,69.65,31.73,6.15,407.1
60000,60500,CAJAMARCA,Contumaza,60502,Chilete                                 ,0.495,72.63,60.78,7.8,778.2
60000,60500,CAJAMARCA,Contumaza,60503,Cupisnique                              ,0.2446,69,21.04,5.7,239.9
60000,60500,CAJAMARCA,Contumaza,60504,Guzmango                                ,0.1766,73.76,8.04,4.18,179
60000,60500,CAJAMARCA,Contumaza,60505,San Benito                              ,0.2676,70.58,13.03,5.74,362.1
60000,60500,CAJAMARCA,Contumaza,60506,Santa Cruz De Toled     ,0.1553,72.5,7.35,4.38,135.8
60000,60500,CAJAMARCA,Contumaza,60507,Tantarica                               ,0.3152,69.34,39.74,6.2,332.4
60000,60500,CAJAMARCA,Contumaza,60508,Yonan                                   ,0.5095,72.58,53.87,7.89,890.5
60000,60600,CAJAMARCA,Cutervo,60601,Cutervo                                 ,0.3245,75.88,38.01,5.28,360.2
60000,60600,CAJAMARCA,Cutervo,60602,Callayuc                                ,0.2271,75.86,20.26,4.25,217
60000,60600,CAJAMARCA,Cutervo,60603,Choros                                  ,0.2814,75,20.78,5.45,320.3
60000,60600,CAJAMARCA,Cutervo,60604,Cujillo                                 ,0.2219,73.86,25.12,4.85,177.3
60000,60600,CAJAMARCA,Cutervo,60605,La Ramada                               ,0.2662,76.29,26.46,4.79,265.4
60000,60600,CAJAMARCA,Cutervo,60606,Pimpingos                               ,0.2584,76.85,34.61,5.31,203.4
60000,60600,CAJAMARCA,Cutervo,60607,Querocotillo                            ,0.1873,74.53,13.69,4.73,151.9
60000,60600,CAJAMARCA,Cutervo,60608,San Andres De Cutervo  ,0.2865,75.48,28.17,5.64,284.7
60000,60600,CAJAMARCA,Cutervo,60609,San Juan De Cutervo    ,0.2841,78.77,29.12,4.79,289.6
60000,60600,CAJAMARCA,Cutervo,60610,San Luis De Lucma   ,0.2614,77.88,18.65,4.59,295.9
60000,60600,CAJAMARCA,Cutervo,60611,Santa Cruz                              ,0.2285,78.37,22.11,4.84,187.1
60000,60600,CAJAMARCA,Cutervo,60612,Santo Domingo De La Capilla  ,0.2336,81.52,15.53,3.94,253
60000,60600,CAJAMARCA,Cutervo,60613,Santo Tomas                             ,0.2528,75.57,30.86,4.89,217.3
60000,60600,CAJAMARCA,Cutervo,60614,Socota                                  ,0.272,75.42,32.45,4.8,260.4
60000,60600,CAJAMARCA,Cutervo,60615,Toribio Casanova      ,0.2722,77.45,50.05,5.3,197
60000,60700,CAJAMARCA,Hualgayoc,60701,Bambamarca       ,0.2591,76.11,22.73,4.23,290
60000,60700,CAJAMARCA,Hualgayoc,60702,Chugur                                  ,0.3001,74.21,46.8,5.67,262.4
60000,60700,CAJAMARCA,Hualgayoc,60703,Hualgayoc                               ,0.271,78.8,25.68,4.94,264.9
60000,60800,CAJAMARCA,Jaen,60801,Jaen                                    ,0.5202,73.49,61.6,8.65,822.5
60000,60800,CAJAMARCA,Jaen,60802,Bellavista                              ,0.4212,74.41,45.26,6.14,636.3
60000,60800,CAJAMARCA,Jaen,60803,Chontali                                ,0.2721,75.01,34.14,5.33,239.3
60000,60800,CAJAMARCA,Jaen,60804,Colasay                                 ,0.2776,75.44,36.13,4.9,258.2
60000,60800,CAJAMARCA,Jaen,60805,Huabal                                  ,0.2523,74.18,20.02,4.47,283.8
60000,60800,CAJAMARCA,Jaen,60806,Las Pirias                              ,0.2711,78.94,23.02,4.35,303.6
60000,60800,CAJAMARCA,Jaen,60807,Pomahuaca                               ,0.2652,78.65,12.42,5.14,335.9
60000,60800,CAJAMARCA,Jaen,60808,Pucara                                  ,0.4198,74.95,35.25,6.88,652.1
60000,60800,CAJAMARCA,Jaen,60809,Sallique                                ,0.1944,79.16,23.29,4.15,137.2
60000,60800,CAJAMARCA,Jaen,60810,San Felipe                              ,0.2673,75.33,25.4,4.95,271.6
60000,60800,CAJAMARCA,Jaen,60811,San Jose Del Alto                       ,0.2628,74.59,25.55,5.33,250
60000,60800,CAJAMARCA,Jaen,60812,Santa Rosa                              ,0.2589,74.46,23.75,5.15,254.2
60000,60900,CAJAMARCA,San Ignacio,60901,San Ignacio                             ,0.3697,75.22,41.15,6.41,442.3
60000,60900,CAJAMARCA,San Ignacio,60902,Chirinos                                ,0.2995,75.29,31.28,5.4,315.4
60000,60900,CAJAMARCA,San Ignacio,60903,Huarango                                ,0.2721,73.79,27.23,5.11,277.5
60000,60900,CAJAMARCA,San Ignacio,60904,La Coipa                                ,0.2858,77.95,31.69,5.02,278.1
60000,60900,CAJAMARCA,San Ignacio,60905,Namballe                                ,0.2844,73.19,43.29,5.79,237.5
60000,60900,CAJAMARCA,San Ignacio,60906,San Jose De Lourdes       ,0.2579,74.6,22.04,5.04,263.1
60000,60900,CAJAMARCA,San Ignacio,60907,Tabaconas                               ,0.22,77.7,28.18,4.77,158
60000,61000,CAJAMARCA,San Marcos,61001,Pedro Galvez                            ,0.3472,68.3,38.27,6.48,437.5
60000,61000,CAJAMARCA,San Marcos,61002,Chancay                                 ,0.1833,73.72,17.55,3.81,153.7
60000,61000,CAJAMARCA,San Marcos,61003,Eduardo Villanueva      ,0.3112,68.26,44.92,5.42,339.7
60000,61000,CAJAMARCA,San Marcos,61004,Gregorio Pita                           ,0.1855,71.93,19.69,3.79,155.9
60000,61000,CAJAMARCA,San Marcos,61005,Ichocan                                 ,0.28,68.66,29.71,5.8,291.9
60000,61000,CAJAMARCA,San Marcos,61006,Jose Manuel Quiroz    ,0.1788,74.32,12.03,3.61,173.5
60000,61000,CAJAMARCA,San Marcos,61007,Jose Sabogal                            ,0.1271,67.91,9.17,3.06,113.4
60000,61100,CAJAMARCA,San Miguel,61101,San Miguel                              ,0.2951,72.87,29.03,5.32,331.2
60000,61100,CAJAMARCA,San Miguel,61102,Bolivar                                 ,0.3084,75.81,23.97,6.2,348.3
60000,61100,CAJAMARCA,San Miguel,61103,Calquis                                 ,0.238,74.08,31.73,4.49,200.7
60000,61100,CAJAMARCA,San Miguel,61104,Catilluc                                ,0.2252,77.99,31.57,4.64,161.9
60000,61100,CAJAMARCA,San Miguel,61105,El Prado                                ,0.2603,74,33.45,5.05,227.3
60000,61100,CAJAMARCA,San Miguel,61106,La Florida                              ,0.3855,74.83,68.97,6.08,407.7
60000,61100,CAJAMARCA,San Miguel,61107,Llapa                                   ,0.2274,77.26,21.1,4.5,201.1
60000,61100,CAJAMARCA,San Miguel,61108,Nanchoc                                 ,0.3586,75.16,36.51,6.48,426.9
60000,61100,CAJAMARCA,San Miguel,61109,Niepos                                  ,0.2589,74.76,34.81,5.72,201.3
60000,61100,CAJAMARCA,San Miguel,61110,San Gregorio                            ,0.2967,74.66,23.36,5.45,352.8
60000,61100,CAJAMARCA,San Miguel,61111,San Silvestre De Cochan  ,0.2443,74.89,20.31,4.86,241.7
60000,61100,CAJAMARCA,San Miguel,61112,Tongod                                  ,0.2662,73.61,33.19,5.34,234.6
60000,61100,CAJAMARCA,San Miguel,61113,Union Agua Blanca    ,0.2805,74.06,33.45,5.14,272.1
60000,61200,CAJAMARCA,San Pablo,61201,San Pablo                               ,0.2813,65.62,27.1,5.63,334.7
60000,61200,CAJAMARCA,San Pablo,61202,San Bernardino                          ,0.2101,67.87,13.33,4.09,253.3
60000,61200,CAJAMARCA,San Pablo,61203,San Luis                                ,0.2148,66.94,8.13,5.01,292.8
60000,61200,CAJAMARCA,San Pablo,61204,Tumbaden                                ,0.1957,68.11,33.9,4.29,140.4
60000,61300,CAJAMARCA,Santa Cruz,61301,Santa Cruz                              ,0.4001,71.38,52.36,7.4,484.6
60000,61300,CAJAMARCA,Santa Cruz,61302,Andabamba                               ,0.292,73.78,51.74,5.94,229.4
60000,61300,CAJAMARCA,Santa Cruz,61303,Catache                                 ,0.2919,70.11,37.39,5.51,296
60000,61300,CAJAMARCA,Santa Cruz,61304,Chancaybanos    ,0.25,67.83,39.53,4.83,220.9
60000,61300,CAJAMARCA,Santa Cruz,61305,La Esperanza                            ,0.2765,70.87,51.12,4.85,240.6
60000,61300,CAJAMARCA,Santa Cruz,61306,Ninabamba                               ,0.3117,69.09,52.95,6.15,287
60000,61300,CAJAMARCA,Santa Cruz,61307,Pulan                                   ,0.253,73.42,30.52,5.26,216.4
60000,61300,CAJAMARCA,Santa Cruz,61308,Saucepampa    ,0.2268,71.3,43.54,4.56,163.1
60000,61300,CAJAMARCA,Santa Cruz,61309,Sexi                                    ,0.3677,74.26,66.67,6.91,340
60000,61300,CAJAMARCA,Santa Cruz,61310,Uticyacu                                ,0.2961,69.21,28.13,5.54,354.1
60000,61300,CAJAMARCA,Santa Cruz,61311,Yauyucan                                ,0.2419,72.08,47.83,4.81,174.7
70000,70100,CALLAO,Callao,70101,Callao                                  ,0.605,79.89,78.91,11.2,860.7
70000,70100,CALLAO,Callao,70102,Bellavista                              ,0.6832,79.82,86.15,12.38,1109.4
70000,70100,CALLAO,Callao,70103,Carmen De La Legua Reynoso  ,0.5979,79.45,79.99,10.64,857.6
70000,70100,CALLAO,Callao,70104,La Perla                                ,0.6959,79.32,87.2,12.55,1164.7
70000,70100,CALLAO,Callao,70105,La Punta                                ,0.7636,79.19,87.27,13.23,1484.9
70000,70100,CALLAO,Callao,70106,Ventanilla                              ,0.5315,78.53,73.32,10.47,655.1
80000,80100,CUSCO,Cusco,80101,Cusco                                   ,0.6083,73.87,80.46,11.47,955.2
80000,80100,CUSCO,Cusco,80102,Ccorca                                  ,0.1621,67.67,15.18,3.2,155.5
80000,80100,CUSCO,Cusco,80103,Poroy                                   ,0.4318,71.55,69.41,7.36,525.3
80000,80100,CUSCO,Cusco,80104,San Jeronimo                            ,0.596,76.84,73.01,10.44,941.4
80000,80100,CUSCO,Cusco,80105,San Sebastian                           ,0.6107,75.69,76.87,10.86,983.6
80000,80100,CUSCO,Cusco,80106,Santiago                                ,0.5731,75.82,73.14,10.18,868.9
80000,80100,CUSCO,Cusco,80107,Saylla                                  ,0.4628,76.16,69.12,8.94,521
80000,80100,CUSCO,Cusco,80108,Wanchaq                                 ,0.6822,75.3,80.41,13.15,1199.4
80000,80200,CUSCO,Acomayo,80201,Acomayo                                 ,0.2816,57.87,41.31,5.58,337.8
80000,80200,CUSCO,Acomayo,80202,Acopia                                  ,0.1951,62.69,47.54,5.15,122
80000,80200,CUSCO,Acomayo,80203,Acos                                    ,0.24,59.44,26.72,4.49,298.8
80000,80200,CUSCO,Acomayo,80204,Mosoc Llacta                            ,0.245,55.27,54.47,5.94,215.2
80000,80200,CUSCO,Acomayo,80205,Pomacanchi                              ,0.2347,58.94,44.36,5.16,208.8
80000,80200,CUSCO,Acomayo,80206,Rondocan                                ,0.1398,58.57,20.6,3.92,103.7
80000,80200,CUSCO,Acomayo,80207,Sangarara                               ,0.2577,59.06,42.29,4.95,277.8
80000,80300,CUSCO,Anta,80301,Anta                                    ,0.3724,71.57,61.63,7.14,375.5
80000,80300,CUSCO,Anta,80302,Ancahuasi                               ,0.2064,75.37,40.56,4.81,123
80000,80300,CUSCO,Anta,80303,Cachimayo                               ,0.4577,72.85,71.79,8.44,546.4
80000,80300,CUSCO,Anta,80304,Chinchaypujio                           ,0.1694,74,17.72,4.28,118.5
80000,80300,CUSCO,Anta,80305,Huarocondo                              ,0.2723,76.54,29.15,5.1,257.6
80000,80300,CUSCO,Anta,80306,Limatambo                               ,0.2947,69.85,37.92,5.51,303
80000,80300,CUSCO,Anta,80307,Mollepata                               ,0.3619,71.88,56.23,5.7,415.2
80000,80300,CUSCO,Anta,80308,Pucyura                                 ,0.3265,76.52,42.66,6.83,292
80000,80300,CUSCO,Anta,80309,Zurite                                  ,0.3492,72.97,60.31,6.96,315.4
80000,80400,CUSCO,Calca,80401,Calca                                   ,0.3848,69.55,51,7.55,451.4
80000,80400,CUSCO,Calca,80402,Coya                                    ,0.2785,69.81,53.71,5.59,223.4
80000,80400,CUSCO,Calca,80403,Lamay                                   ,0.2592,74.67,32.94,4.99,225.6
80000,80400,CUSCO,Calca,80404,Lares                                   ,0.1615,68.23,20.69,3.72,121.2
80000,80400,CUSCO,Calca,80405,Pisac                                   ,0.3465,75.4,45.14,5.98,369.9
80000,80400,CUSCO,Calca,80406,San Salvador                            ,0.2192,72.37,30.02,4.16,182.2
80000,80400,CUSCO,Calca,80407,Taray                                   ,0.3446,77.65,53.38,5.76,332.7
80000,80400,CUSCO,Calca,80408,Yanatile                                ,0.2907,70.77,22.22,5.73,354.9
